name,description,parents,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted,Apple,Apricot,Berry,Blue Cheese,Blueberry,Butter,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Menthol,Mint,Nutty,Orange,Peach,Pear,Pepper,Pine,Pineapple,Plum,Pungent,Rose,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree,Fruit,Tropical,Vanilla,Violet,Woody,Inflammation,Nausea,Pain,Depression,Insomnia,Lack of Appetite,Cramps,Seizures,Muscle Spasms,Headaches,Fatigue,Eye Pressure,Spasticity,Paranoid,Anxious,Dry Eyes,Dry Mouth,Headache,Stress,avg rating,num ratings,id,p0,p1,p2,p3,p4,p5,p6
Lemon Thai,"Lemon Thai is great for those looking for a little extra creative spark. Originally produced by Dutch Flowers, Lemon Thai is a cross between a Thai sativa and a Hawaiian strain. Taking after its Thai parentage, the effects of this strain are extremely cerebral, allowing users to feel introspective, focused, and thoughtful. This strain features a pleasant lemony-mint taste and typically flowers in 10 weeks. Lemon Thai produces high yields both indoors and outdoors but appreciates a lot of space to grow.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,26.67,73.33,100.0,0.0,0.0,4.121951219512201,125.0,sativa:lemon-thai,,,,,,,
Cannalope Haze,"Like the name suggests, Cannalope Haze is a sweet mix of tropical, melon, and floral flavors. Almost a pure sativa that crosses Haze Brothers Original Haze and a Mexican landrace, this strain is a great solution for fatigue and when struggling with appetite loss. The smooth taste and hefty resin production make it great for producing concentrates.","sativa:mexican,sativa:haze,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,0.0,29.47,100.0,37.2,0.0,4.29611650485437,213.0,sativa:cannalope-haze,sativa:mexican,sativa:haze,,,,,
Purple Diesel,"Purple Diesel, bred by Cali Connection, is a wonder among hybrid strains. While most of the effects are similar to traditional sativas (energizing, uplifting, focused), Purple D is also an exceptional strain for pain relief. A sneaky cross between Pre-98 Bubba Kush and Sour Diesel, this strain takes a while to fully kick in. However, once the effects begin to present themselves, users are struck by a type of giggly, euphoric bliss. A favorite among daytime users, Purple Diesel features a sour, fuel-like aroma. For those interested in growing, this strain has an early flowering time of around 8 weeks and features dense buds with deep purple leaves.","indica:pre-98-bubba-kush,sativa:sour-diesel,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,17.54,100.0,6.43,0.0,4.22431865828092,490.0,hybrid:purple-diesel,indica:pre-98-bubba-kush,sativa:sour-diesel,,,,,
Dark Star,"Dark Star’s true indica effects are as spacey as its name suggests: a deep, relaxed sensation throughout the body accompanied by a heavy cerebral calm. Though celestial in its effects, the strain is more likely homage to the Grateful Dead’s song “Dark Star.” A cross between Purple Kush and Mazar-I-Sharif, This dark, almost bluish strain was first bred indoors by T.H. Seeds, and comes as a challenge to many growers with its slow, 10-week flowering period. Its sour-smelling buds are dense and compact, ornamented with crystals and copper hairs.","indica:purple-kush,indica:mazar-i-sharif,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,36.67,100.0,34.3,0.0,4.43697478991597,239.0,indica:dark-star,indica:purple-kush,indica:mazar-i-sharif,,,,,
Hawaiian Haze,"Hawaiian Haze is a mostly sativa strain that produces some high-quality sativa effects. A mix of Hawaiian and Haze genetics, these light, airy buds will have your head in the clouds. Many users also report that it makes them sociable and talkative, so it may be a good daytime medication. Hawaiian Haze’s floral smell and taste of tropical fruit might just have you daydreaming about an island vacation. These plants grow tall and flower slowly, taking between 12 and 14 weeks, so they are probably better suited for a grower with some experience and patience.","sativa:hawaiian,sativa:haze,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57,8.39,74.84,100.0,0.0,0.0,4.43137254901961,104.0,sativa:hawaiian-haze,sativa:hawaiian,sativa:haze,,,,,
Sour Cheese,"Sour Cheese is a happy hybrid strain that is great for getting social and creative. This cross of Cheese and Sour Diesel (or possibly Strawberry Diesel) leaves many feeling ready to make art, listen to music, or get philosophical with friends. These plants flower in 8 to 9 weeks, grow well indoors and out, and tend to produce high yields.","hybrid:cheese,sativa:sour-diesel,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,9.92,51.19,100.0,0.0,0.0,4.33636363636364,112.0,hybrid:sour-chees,hybrid:cheese,sativa:sour-diesel,,,,,
Ringo's Gift,"Ringo’s Gift is a high-CBD strain that crosses Harle-Tsu and ACDC. It is named for the late Lawrence Ringo, a cannabis activist and CBD pioneer. Ringo’s Gift comes in several different phenotypes and ratios. The first of which is a “one-for-one” strain, meaning it has an equal ratio of CBD to THC, but Ringo's Gift has seen ratios as steep at 24:1 CBD/THC. This strain has become a favorite in the cannabis clubs of Barcelona, providing a mellow mix of cerebral activity and soothing, full-body relaxation without the “couch lock” effect.","hybrid:harle-tsu,hybrid:acdc,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63,18.33,100.0,25.15,0.0,4.653846153846152,105.0,hybrid:ringos-gift,hybrid:harle-tsu,hybrid:acdc,,,,,
NYC Diesel,"Bred by Soma Sacred Seeds, NYC Diesel (or Soma Sour Diesel) is a 60% sativa-dominant cross between Mexican and Afghani landraces. This strain provides strong cerebral effects that ease into a deep, full-body relaxation over time. A pungent lime and grapefruit aroma is the mark of a high quality batch, like those that won this strain five Cannabis Cup trophies in the early 2000s. NYC Diesel’s happy, talkative qualities make this hybrid a good choice for social activities and many anxiety-prone consumers praise it for its paranoia-free effects.","indica:afghani,sativa:mexican,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,6.62,60.55,100.0,0.0,0.0,4.26257668711656,841.0,hybrid:nyc-diesel,indica:afghani,sativa:mexican,,,,,
Mob Boss,"Released in 2009 by Grindhouse Medical Seeds, Mob Boss is a sativa-dominant hybrid bred from Chemdawg D and Tang Tang. This California strain earned its fame through its staggeringly heavy resin production and intoxicatingly potent effects. Mob Boss’ intensity hides behind a light, sweet floral aroma with undertones of citrus and herbs. While some phenotypes deliver a hard-hitting jolt of cerebral psychoactivity, others tend to induce a lighter, more clear-headed buzz. Patients use Mob Boss for potent relief of muscle tension, mood elevation, and appetite stimulation. Depending on how its traits are expressed, Mob Boss typically finishes flowering in 60 to 70 days indoors.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61,2.59,41.62,100.0,11.71,0.0,4.55648535564854,242.0,hybrid:mob-boss,,,,,,,
Juicy Fruit,"Also known as Fruity Juice, this cannabis strain was developed by Sensi Seeds. Crossed with pure Afghani indica and pure Thai sativa, Juicy Fruit is a large-leafed, thick-stemmed plant with colors of green and purple. Once broken up, colors of lavender, orange, and amber-purple float throughout the trichome heads and into the stems. Flowering time is approximately 7-9 weeks, with a THC level measuring about 15-20%. Smells are described as ranging from tangy and sweet, sort of like fruit punch and lemons, to a blend of piña colada and plums. The effects begin with a dizzy, light-headed feeling and can last up to 3 hours. ","indica:afghani,sativa:thai,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.81,75.97,64.09,26.06,0.0,4.1393728222996495,590.0,hybrid:juicy-fruit,indica:afghani,sativa:thai,,,,,
Sour Banana Sherbet,"This powerful hybrid from Crockett Family Farms is the result of crossing AJ’s Sour Diesel with Banana Sherbet. A THC content between 18% and 24% means Sour Banana Sherbet is a heavy hitter, and it reportedly makes excellent concentrates. The terpene profile is a mix of sour fruit and diesel fuel flavors. While it is very easy to grow, it will stretch a great deal, so height management techniques must be employed when growing indoors.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.28,57.01,13.39,100.0,0.0,0.0,4.65671641791045,134.0,hybrid:sour-banana-sherbet,,,,,,,
Sugar Shack,"Sugar Shack is a moderate, indica-dominant hybrid. Great for nighttime or evening use, this strain provides users with a mild head and body-heavy sensation. Be careful, though, because too much Sugar Shack will put you right to sleep. If you’re looking to increase appetite, Sugar Shack is also a great strain to try. Like its name suggests, this strain features a slightly sweet taste and scent that verges on piney and herbal. A good strain for beginning cannabis users, Sugar Shack is mild yet gets the job done.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,96.59,100.0,0.0,0.0,4.615384615384619,106.0,hybrid:sugar-shack,,,,,,,
Mother’s Helper,"Mother’s Helper is a hybrid cross between the sativa Chocolope and a Northern Lights #5 indica. Combining these polar opposite genetics results in a variety of phenotypes that lean to either side of the indica-sativa spectrum. Mother’s Helper tends to make consumers feel happy, creative, and uplifting, and offers medical benefits to patients treating pain, stress, anxiety, nausea, and migraines.","sativa:chocolope,indica:northern-lights--5,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,18.75,100.0,6.25,0.0,4.644859813084111,108.0,hybrid:mothers-helper,sativa:chocolope,indica:northern-lights--5,,,,,
3X Crazy,"Also known as Optimus Prime, the indica-dominant 3X Crazy is a three-way cross between OG Kush, Bubba Kush, and Granddaddy Purple. Its aroma is comprised of sweet grape, spicy pepper, and earthy notes passed on by its Bubba Kush parent. This indica can cover the consumer in soothing full-body effects, but not before a brief phase of clear-headed cerebral sizzle. The relaxing effects induced by 3X Crazy may potentially assist pain, spasms, tension, and insomnia.","hybrid:og-kush,indica:bubba-kush,indica:granddaddy-purple,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,6.45,48.72,100.0,0.0,0.0,4.382113821138209,124.0,indica:3x-crazy,hybrid:og-kush,indica:bubba-kush,indica:granddaddy-purple,,,,
Jack Flash,"To create Jack Flash, Sensi Seeds started out with their Jack Herer's gene pool and then crossed it with Super Skunk and Haze. Jack Flash offers an earthy citrus aroma, impressive yields, and the active cerebral legacy of her Jack Herer parent. This hybrid gets its name from its lightning-fast onset which may prove useful to patients needing immediate symptom relief.","sativa:jack-herer,sativa:haze,indica:super-skunk,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32,100.0,95.53,60.08,1.32,0.0,4.22857142857143,282.0,hybrid:jack-flash,sativa:jack-herer,sativa:haze,indica:super-skunk,,,,
Blue Moon Rocks,Blue Moon Rocks by BOG Seeds is an indica-dominant hybrid cross between Blue Moon and BOG Bubble. It has a sweet blueberry lavender aroma and calming full-body effects.,"hybrid:bog-bubble,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.57,5.7,94.3,100.0,0.0,0.0,4.6534653465346505,101.0,hybrid:blue-moon-rocks,hybrid:bog-bubble,,,,,,
Alien Kush,"Alien Kush is a potent cross of LVPK and Alien Dawg that originally hails from California, not deep space. It may have you feeling a little spacey, though, as this mostly indica hybrid touches down in the brain first, giving active, sometimes-psychedelic effects that are more traditionally sativa. The active buzz settles over time into a relaxing body buzz that will dissolve both stress and pain. Alien Kush plants have average yields, but they are hardy, easy-to-grow plants, indoors or out. The light green buds have a covering of red or orange hairs and should be airy. This strain has a piney smell, but the taste is a subtle spiciness that is reminiscent of tea.","hybrid:lvpk,indica:alien-dawg,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.29,74.29,14.36,100.0,0.0,0.0,4.2032520325203295,125.0,indica:alien-kush,hybrid:lvpk,indica:alien-dawg,,,,,
Chocolope Kush,"Chocolope Kush, also known as Chocolate Kush, is a sativa-dominant strain is from the lineage of Chocolope (multiple Cannabis Cup winner) and Kosher Kush. Kosher Kush has been the front runner in each cannabis event it has competed in and has been published by High Times as the 7th overall strongest strain in the world. The buds on Chocolope Kush are dense and dark colored with a large amount of white crystals. It is known to have the aroma of vanilla mixed with chocolate. The high is described as a heavy cerebral one, and has a THC content of up to 14% along with a CBD of approximately 1%.","sativa:chocolope,indica:kosher-kush,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,8.73,100.0,3.36,0.0,4.0305343511450396,136.0,hybrid:chocolope-kush,sativa:chocolope,indica:kosher-kush,,,,,
Afghani,"Afghani is a heavy indica strain named after its geographic origin, where the earliest varieties of cannabis are believed to have grown. Breeders worldwide have come to treasure Afghani for its heavy resin production which is passed on genetically. With a sweet, earthy aroma, Afghani delivers a deep, sedating relaxation and euphoria. Patients most commonly turn to this potent indica to treat insomnia, pain, and stress disorders.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99,6.39,54.68,100.0,0.0,0.0,4.32622601279318,480.0,indica:afghani,,,,,,,
Blueberry Yum Yum,"Blueberry Yum Yum is a hybrid strain whose popularity was ushered in by rap artist Ludacris and his song centered on the strain. While certainly the progeny of the famed Blueberry indica, its other parent is suspected to have been a Durban Poison sativa. Because of its parents’ polarity, Blueberry Yum Yum can express a wide spectrum of effects, but consumers typically report uplifting, happy effects perfect for any time of the day. Though dominated by an unmistakable blueberry aroma, accents of earthy mint and pine can also be detected on the palate. ","indica:blueberry,sativa:durban-poison,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,4.83,20.37,100.0,0.0,0.0,4.60550458715596,110.0,hybrid:blueberry-yum-yum,indica:blueberry,sativa:durban-poison,,,,,
Deadhead OG,"A modern West Coast classic, Deadhead OG was created by master breeder Skunk VA of Cali Connection Seeds by crossing two already legendary strains, Chemdawg 91 and the SFV OG Kush.  Known as a very hearty and pungent strain, most phenotypes present an earthy, piney smell and taste, though some can lean more to the diesel aromas of the SFV.  As a cross of two very potent strains, Deadhead OG regularly reaches THC levels over 20%.  Most users describe the high as cerebral and stimulating but with a relaxed body feel.","hybrid:chemdawg-91,indica:sfv-og-kush,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,17.92,52.56,100.0,0.0,0.0,4.3910256410256405,477.0,hybrid:deadhead-og,hybrid:chemdawg-91,indica:sfv-og-kush,,,,,
Love Potion #1,"Love Potion #1 is a 70% sativa strain bred by Reeferman Seeds. G13 was crossed with a Santa Marta Colombian Gold, and crossed with the Colombian Gold again to achieve this skunky, lemon-flavored sativa hybrid.","indica:g-13,sativa:colombian-gold,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.41,4.5,3.0,100.0,0.0,0.0,4.4358974358974415,118.0,sativa:love-potion,indica:g-13,sativa:colombian-gold,,,,,
Sour Apple,"Expect to pucker up, because this strain will send your tastebuds a-tinglin’. Bright green in color with a distinct sour apple candy aroma, Sour Apple lives up to its name. You won’t get a sugar rush from this strain, however, but it may leave you stuck on the couch. This indica-dominant hybrid is good for after work or on a lazy afternoon. A cross between Sour Diesel and Cinderella 99, Sour Apple at its best is extremely potent and full-bodied. Try this strain if you’re looking to relax and ease stress.","sativa:sour-diesel,hybrid:cinderella-99,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,0.0,100.0,45.39,11.5,0.0,4.25520833333333,195.0,hybrid:sour-apple,sativa:sour-diesel,hybrid:cinderella-99,,,,,
